ID,x,y,pixel_index,F090W,F115W,F150W,F200W,F277W,F356W,F444W,e_F090W,e_F115W,e_F150W,e_F200W,e_F277W,e_F356W,e_F444W,keep_pixel
206183_2937,57,48,2937,-0.008589459,-0.01331378,-0.007320704,0.002490082,0.04618325,0.007486822,-0.006832578,0.02374949,0.0219026,0.02028064,0.01903502,0.01834474,0.01836809,0.01878757,0
206183_2938,58,48,2938,0.01559844,0.02368498,0.006330149,0.05000109,0.01022523,0.001977674,0.005294463,0.02324115,0.02150162,0.01997915,0.0188285,0.01823518,0.01832623,0.01879969,0
206183_2939,59,48,2939,0.00771204,0.01969281,0.001027182,0.008232524,-0.02440803,-0.0452486,-0.02773261,0.02167216,0.02020424,0.01897838,0.01815451,0.01793035,0.01829102,0.01898189,0
206183_2940,0,49,2940,0.01423971,0.004534666,-0.02931102,-0.01206989,0.004274029,-0.01602456,0.02143841,0.0212486,0.01987215,0.01872381,0.01796517,0.01779727,0.01819097,0.01890468,0
206183_2941,1,49,2941,-0.004843426,0.02408997,-0.02010476,-0.009856218,0.005389121,0.006226638,0.009773115,0.0206687,0.01925588,0.01806167,0.01723027,0.01693884,0.01720572,0.01778619,0
206183_2942,2,49,2942,-0.006339825,-0.009005353,0.03631289,-0.005287679,0.01351434,-0.01249315,-0.0007955975,0.02208897,0.02050899,0.01917361,0.01823746,0.01788965,0.01815831,0.01877156,0
206183_2943,3,49,2943,0.005677716,-0.005201172,0.04623784,-0.01500204,0.00315023,0.03256508,0.01582064,0.02090346,0.01955315,0.0183809,0.01754025,0.01722134,0.01746948,0.01804214,0
206183_2944,4,49,2944,-0.008725747,0.01493145,-0.003363544,0.006651361,0.01472997,-0.01159942,0.0196904,0.02107986,0.01959192,0.01830796,0.01736966,0.01694916,0.01711687,0.01761414,0
206183_2945,5,49,2945,-0.01516385,-0.01888493,0.02717266,0.008711106,0.02148959,-0.01075812,-0.0005278998,0.02614061,0.02393889,0.02195777,0.02034702,0.01927315,0.01903145,0.01924834,0
206183_2946,6,49,2946,-0.002246622,0.04101994,-0.001554394,0.01153202,0.01333362,0.002151415,-0.02106728,0.02071327,0.01932929,0.01813497,0.01727669,0.0169344,0.0171566,0.01769872,0
206183_2947,7,49,2947,0.005409299,-0.02349338,-0.02867122,-0.02226737,0.0005065437,0.001895748,-0.01580707,0.02141934,0.01997799,0.01872916,0.01782679,0.01746019,0.01768564,0.01824734,0
206183_2948,8,49,2948,0.01312521,0.01799755,0.01945395,0.0283797,0.008404261,0.01579819,0.008664649,0.02135925,0.01993187,0.01873006,0.01791122,0.01767011,0.01800463,0.01866514,0
206183_2949,9,49,2949,0.01794949,0.005085968,0.001408684,0.002724815,0.006576847,0.004463955,0.01530615,0.02153332,0.02000648,0.0186863,0.01771916,0.01728295,0.01745271,0.0179624,0
206183_2950,10,49,2950,-0.009193555,0.01351489,0.003623403,0.01042877,-0.01476774,-0.04645213,-0.003819335,0.02168049,0.02017625,0.01889131,0.01797945,0.01762932,0.01788025,0.01846963,0
206183_2951,11,49,2951,0.02184351,-0.03128457,0.03072988,0.008213521,-0.02420479,0.02410113,0.01139255,0.02193058,0.02039721,0.01907921,0.01813144,0.01774345,0.01796973,0.01854197,0
206183_2952,12,49,2952,0.01301462,-0.01495881,0.004272581,0.008255607,-0.01559407,-0.004579193,-0.008863362,0.02139245,0.01992665,0.01863183,0.01765532,0.01717624,0.01729971,0.01776495,0
206183_2953,13,49,2953,0.01251032,0.02098703,-0.002793098,0.01995634,0.03500282,0.03987588,0.01042998,0.02176896,0.02020142,0.01885585,0.01787973,0.01745221,0.01763904,0.01816906,0
206183_2954,14,49,2954,0.01687022,-0.002438551,0.01769722,2.582236e-05,-0.01586648,0.02357071,-0.009076941,0.02130799,0.01989473,0.01864205,0.01770128,0.01725784,0.01740875,0.01789932,0
206183_2955,15,49,2955,0.02955211,0.009966865,0.02855838,0.01445096,-0.002763127,0.004642555,-0.02017727,0.02203812,0.02046474,0.01911468,0.01814055,0.01772831,0.01793791,0.01849585,0
206183_2956,16,49,2956,0.01778238,0.03989314,0.003754374,0.01114143,0.004785595,-0.003154381,-0.004004101,0.02056307,0.01930166,0.01821295,0.01745429,0.01722259,0.01753471,0.01816085,0
206183_2957,17,49,2957,0.01253434,0.02937672,0.01068161,-0.02161839,0.02606131,0.02665625,-0.001786101,0.02314602,0.02151201,0.02007708,0.01900634,0.01850102,0.0186648,0.01920729,0
206183_2958,18,49,2958,-0.003588963,-0.001872927,0.05253537,0.03730696,-0.009668467,-0.0201226,0.01570728,0.02073142,0.0193475,0.01816964,0.01734614,0.01705985,0.01733291,0.01792187,0
206183_2959,19,49,2959,-0.006223209,-0.004489846,0.007590386,0.01577554,0.004592228,-0.004594411,0.01693299,0.02098545,0.01962472,0.01853201,0.01786643,0.01782577,0.01831976,0.01911607,0
206183_2960,20,49,2960,-0.03071856,-0.00714268,-0.01570006,0.005133645,-0.004974137,0.02959932,0.02748747,0.02142825,0.02010305,0.01895547,0.01815307,0.01790579,0.01823491,0.018897,0
206183_2961,21,49,2961,0.005081672,-0.009392191,-0.02092364,0.005782818,-0.005853096,0.01326047,0.00444405,0.02132809,0.01985373,0.01857884,0.01765176,0.01725376,0.01745002,0.01798023,0
206183_2962,22,49,2962,-0.01901231,-0.02394701,-0.008861981,0.001126262,0.02376509,-0.01078693,0.01890838,0.02100892,0.0196012,0.01838571,0.01751217,0.01716474,0.01739375,0.01794829,0
206183_2963,23,49,2963,-0.00994104,-0.0143861,0.01501577,-0.01978418,-0.007163002,0.02177905,0.0253264,0.02318375,0.02154393,0.02015811,0.01919708,0.01887094,0.01919796,0.01989068,0
206183_2964,24,49,2964,0.009847804,-0.02857243,0.006841399,0.006695343,-0.03471772,-0.008993288,0.0185042,0.02301625,0.02133849,0.01987058,0.01877018,0.01822779,0.0183568,0.01886076,0
206183_2965,25,49,2965,-0.002136916,0.01493533,-0.02178383,-0.0154151,0.01782196,0.006403164,0.00951198,0.02029826,0.0189275,0.01780637,0.01707805,0.01691913,0.0172896,0.01795404,0
206183_2966,26,49,2966,-0.0134686,0.000791652,-0.005890612,-0.002469454,0.03441389,-0.0104993,-0.002101843,0.02337019,0.02161475,0.02006443,0.01887285,0.01822296,0.01826873,0.01870072,0
206183_2967,27,49,2967,0.01094665,-0.03442976,0.01166375,0.0276088,0.004894619,0.003800476,0.005352749,0.02226483,0.0206627,0.01930016,0.01833224,0.01794825,0.0181935,0.01878724,0
206183_2968,28,49,2968,0.02389597,0.01056055,-0.01913494,-0.003274022,-0.01192438,-0.02140576,0.02012958,0.02216418,0.0204477,0.01898209,0.01790561,0.01738368,0.01750626,0.01797943,0
206183_2969,29,49,2969,0.04309164,-0.006404868,0.003959343,-0.0124639,-0.03655138,0.005900634,-0.006036815,0.02072574,0.0194484,0.01834138,0.01756313,0.01731172,0.01761444,0.01823366,0
206183_2970,30,49,2970,0.1932668,0.1408271,0.120914,0.1264785,0.107216,0.1107927,0.1439706,0.02140326,0.01997997,0.01882554,0.01810063,0.01800444,0.01846845,0.01924453,1
206183_2971,31,49,2971,0.2354129,0.1532431,0.1205511,0.1181603,0.1214002,0.1310423,0.09620709,0.02200982,0.02046104,0.01910899,0.01810606,0.01763757,0.01779717,0.01830676,1
206183_2972,32,49,2972,0.2403477,0.1741475,0.1663543,0.1137747,0.1003454,0.0925669,0.1403448,0.02186608,0.0204032,0.01912997,0.0182065,0.01783017,0.0180651,0.0186441,1
206183_2973,33,49,2973,0.1768144,0.1692594,0.1062966,0.1070716,0.1083525,0.114201,0.09386492,0.02176756,0.0201233,0.01873176,0.01773267,0.01729464,0.01747734,0.0179978,1
206183_2974,34,49,2974,0.2098716,0.1411258,0.131082,0.1081939,0.08799394,0.09602448,0.1603483,0.02040465,0.01909322,0.01802253,0.0173449,0.01724964,0.01767905,0.01840193,1
206183_2975,35,49,2975,0.1611187,0.1688861,0.1521322,0.1203151,0.140363,0.1239311,0.1157844,0.02278553,0.0210755,0.01960537,0.01852682,0.01802279,0.01818189,0.01870527,1
206183_2976,36,49,2976,0.003921296,-0.01041874,-0.01890259,0.04466529,-0.01227281,-0.014946,0.01649907,0.02097711,0.01959173,0.01843641,0.01766605,0.01747264,0.01783763,0.01851505,0
206183_2977,37,49,2977,0.008144184,0.03960931,-0.02266904,-0.01065617,-0.006401352,0.005940344,0.002663936,0.02238833,0.02078944,0.01941072,0.01840845,0.01797311,0.01817655,0.0187352,0
206183_2978,38,49,2978,-0.01219337,0.0119712,0.03795965,0.02452064,0.002908361,0.02323075,-0.008570913,0.02325554,0.02137362,0.01975731,0.01854693,0.01790834,0.01796713,0.01840386,0
206183_2979,39,49,2979,-0.01330952,-0.0273531,0.0166728,0.002215371,-0.01110716,-0.03138939,0.00310413,0.02243662,0.02080734,0.01939355,0.01834789,0.01785519,0.01800908,0.01852237,0
206183_2980,40,49,2980,-0.01254503,0.01102853,0.01944172,-0.0004379401,0.007763791,-0.04283139,-0.004291871,0.01984686,0.01859994,0.01759022,0.01696586,0.01691124,0.01735435,0.01807808,0
206183_2981,41,49,2981,0.01360756,0.03365871,0.0166595,0.02156607,-0.01060368,-0.001234326,0.003117477,0.02086451,0.019458,0.01832183,0.01760724,0.01750118,0.01793641,0.01867324,0
206183_2982,42,49,2982,0.03099172,0.02516195,-0.004347312,0.01275526,-0.01183205,0.005494152,0.03207365,0.02208668,0.02058604,0.01929688,0.01838131,0.01803917,0.01831156,0.01893091,0
206183_2983,43,49,2983,-0.0006585306,-0.001541824,0.002790359,0.0207095,-0.01124356,-0.01907658,0.001628774,0.02181926,0.02025904,0.01894035,0.01801439,0.01766598,0.01792557,0.01852325,0
206183_2984,44,49,2984,0.02526985,0.03653116,-0.008283432,0.001404961,-0.0009720255,-0.00205165,-0.01205771,0.02149263,0.0200542,0.01880584,0.01790314,0.01753769,0.01776717,0.01833406,0
206183_2985,45,49,2985,0.01170714,-0.05107125,-0.01302374,0.02143634,-0.005875962,0.02382049,0.01957025,0.02085967,0.01941649,0.01820265,0.01736325,0.01707638,0.01735494,0.01794935,0
206183_2986,46,49,2986,0.05476449,0.01233818,-0.01103327,0.01270466,0.02920902,0.01473347,-0.03828699,0.02250959,0.0208482,0.01937931,0.01824957,0.01763382,0.0176773,0.0180894,0
206183_2987,47,49,2987,-0.0446613,0.01581685,-0.006539821,0.0298299,-0.00491642,-0.01992717,-0.0144618,0.02091906,0.01939776,0.01809836,0.01715629,0.01673535,0.01689896,0.01738644,0
206183_2988,48,49,2988,-0.01525833,0.001325453,0.006417698,-0.003715537,0.01727315,0.0215382,0.01382142,0.02122203,0.01982132,0.01864924,0.01786387,0.01766122,0.01802444,0.0187083,0
206183_2989,49,49,2989,-0.03855179,0.01477746,0.009110854,-0.01224444,-0.005828636,-0.008832492,-0.009053778,0.02238877,0.02073053,0.01928793,0.01820858,0.01766987,0.01777993,0.0182516,0
206183_2990,50,49,2990,0.02466199,0.01203374,-0.03280853,-0.01317402,-0.004025061,-0.007904573,-5.982528e-05,0.02178461,0.02015062,0.01879855,0.01787156,0.01754381,0.01782122,0.0184311,0
206183_2991,51,49,2991,-0.03530417,0.008779818,0.01898962,0.003422639,-0.01880932,0.01613269,0.01294146,0.02158995,0.02014082,0.01891763,0.01807993,0.01782502,0.01815572,0.01881803,0
206183_2992,52,49,2992,-0.001204653,-0.04483757,0.01928406,-0.006671815,0.004353891,0.005742887,0.01896117,0.02140071,0.01995537,0.01871675,0.01783932,0.01751333,0.01777473,0.01836876,0
206183_2993,53,49,2993,0.0288051,0.003762559,-0.01151317,0.02361086,0.01564976,-0.02786752,0.04073953,0.02207879,0.02044374,0.01904091,0.01801624,0.01754601,0.01770702,0.01821873,0
206183_2994,54,49,2994,0.05430859,0.02274751,-0.001252748,0.006891697,-0.02905449,-0.006638898,0.03153044,0.02098598,0.01955217,0.01836382,0.01757081,0.01735784,0.01770445,0.01836496,0
206183_2995,55,49,2995,-0.01389238,0.01407562,0.03370369,-0.01548284,0.006640625,0.01370159,0.003294711,0.0219374,0.0203891,0.01905206,0.01807884,0.01765554,0.01785087,0.01839413,0
206183_2996,56,49,2996,-0.00947213,-0.02351626,0.01172989,-0.009313008,0.009771837,-0.01423139,0.01206525,0.02351294,0.02170115,0.02012636,0.01894145,0.01832889,0.01841446,0.01888732,0
206183_2997,57,49,2997,0.01330672,0.00721126,-0.006768516,0.04281661,0.01702098,0.003102021,0.01114675,0.02303866,0.02133549,0.01986816,0.01879434,0.01830502,0.01848256,0.01903247,0
206183_2998,58,49,2998,0.01873753,0.02281885,0.02522158,0.01559401,-0.007519615,0.02814281,-0.005939263,0.02150603,0.0200432,0.01876861,0.01783466,0.01742806,0.01762109,0.01815422,0
206183_2999,59,49,2999,0.009700753,0.004904098,-0.03346011,0.006399629,0.02151841,0.0105118,0.009142495,0.02225053,0.02077375,0.01948385,0.01854684,0.01816784,0.01841042,0.01900881,0
206183_3000,0,50,3000,0.03429718,0.01873792,0.001379325,0.02695736,0.004462027,-0.01070951,-0.04519783,0.02061364,0.01919362,0.01797914,0.01711123,0.01676237,0.01697669,0.01750723,0
206183_3001,1,50,3001,-0.01714487,0.02227323,0.02713789,0.03199381,0.009486733,0.005125511,0.02305076,0.02126662,0.01988504,0.01868754,0.01783179,0.01751316,0.01777452,0.01836781,0
206183_3002,2,50,3002,0.0147779,-0.01055944,-0.001008966,0.003812979,0.004139447,0.003171911,-0.01118512,0.02120529,0.01979238,0.0186018,0.01778933,0.01754771,0.0178763,0.01852786,0
206183_3003,3,50,3003,0.04325307,0.002159804,0.03113523,0.003844895,-0.0102508,0.007601116,-0.001545615,0.02233225,0.02074882,0.01937187,0.01835708,0.01789395,0.01806747,0.01859967,0
206183_3004,4,50,3004,-0.02792894,-0.0266527,0.01269869,0.003905489,-0.007658558,-0.0005463163,-0.0303987,0.01946647,0.01827247,0.01729835,0.01669015,0.01663008,0.01705353,0.01775314,0
206183_3005,5,50,3005,-0.0009946796,0.03797823,-0.02271595,0.007996591,-0.01471633,-0.004464677,-0.01764069,0.02343478,0.02152081,0.01989824,0.01870926,0.018123,0.01823406,0.01872455,0
206183_3006,6,50,3006,-0.005329344,-0.002233756,0.02373336,-0.003619495,-0.00302767,0.007007777,0.005349698,0.01961313,0.01847353,0.01756994,0.01705778,0.01713223,0.01767477,0.01848818,0
206183_3007,7,50,3007,-0.01970886,0.004177458,0.02825105,0.01007141,-0.01200203,0.005554362,-0.01214801,0.02127477,0.01986428,0.0187224,0.01800854,0.01792045,0.01838396,0.01915897,0
206183_3008,8,50,3008,0.05210943,-0.004358894,-0.01495055,-0.01977642,0.007143444,-0.01465639,-0.02229157,0.02137985,0.0199289,0.01871322,0.01788832,0.01764615,0.01798093,0.01864101,0
206183_3009,9,50,3009,-0.0004540637,-0.003466974,0.003509752,-0.01324972,-0.02284947,-0.02225434,-0.005317954,0.02110019,0.01970006,0.01852319,0.01772482,0.01749716,0.01783419,0.01849112,0
206183_3010,10,50,3010,0.03873226,0.01018985,-0.01244062,-0.002273807,-0.03750297,0.0008431701,0.009153152,0.02282499,0.0210624,0.01956023,0.01846571,0.01795577,0.01811004,0.01863026,0
206183_3011,11,50,3011,-0.007838079,-0.02509956,0.007874934,-0.001576043,-0.02889527,-0.002411901,-0.01275319,0.0224129,0.02074589,0.01933177,0.0183212,0.01789695,0.01811109,0.01867932,0
206183_3012,12,50,3012,0.001946663,-0.004672512,-0.02087233,-0.03249849,0.008245923,-0.02723652,0.01790679,0.02225068,0.02059849,0.0191383,0.0180124,0.01738976,0.01741771,0.01780919,0
206183_3013,13,50,3013,0.05195451,0.005694146,0.006463921,0.002862766,0.000305797,-0.02435184,-0.003262362,0.02275727,0.02105576,0.0195493,0.01838449,0.01773527,0.01775732,0.01815467,0
206183_3014,14,50,3014,0.03587401,-0.02900292,0.02067464,-0.002647556,0.01033074,-0.01956352,-0.005879524,0.02213659,0.02047559,0.01901866,0.01790602,0.01730433,0.01734856,0.01775211,0
206183_3015,15,50,3015,-0.02136829,-0.02003018,-0.001618953,0.01600783,-0.03330851,-0.004513796,-0.007821652,0.02024406,0.01896539,0.01789235,0.01717633,0.0170058,0.01736158,0.01801777,0
206183_3016,16,50,3016,0.01459158,-0.03231137,-0.01881914,-0.05274942,-8.760193e-07,-0.004733008,0.03502305,0.02239033,0.02086601,0.01952687,0.01853524,0.01809023,0.01827958,0.01883029,0
206183_3017,17,50,3017,0.01525246,0.007021163,-0.01347607,0.00468242,-0.01232618,0.01935656,0.00332747,0.02103939,0.01966868,0.0184831,0.01763713,0.01732195,0.01757874,0.01816203,0
206183_3018,18,50,3018,-0.026671,0.01372215,0.01325809,0.01680535,0.008586214,-0.03516672,0.007547622,0.02102136,0.01959552,0.01838197,0.01753023,0.01722423,0.01749045,0.01807926,0
206183_3019,19,50,3019,0.0117532,0.008759892,0.0009399518,-0.03567348,-0.01262825,-0.005470345,0.03549539,0.02101878,0.01968045,0.01863836,0.01805437,0.0181299,0.01872218,0.01960787,0
206183_3020,20,50,3020,0.01155169,-0.005740755,-0.002317035,0.03310129,0.008605862,-0.01339568,-0.0005070707,0.02200795,0.02048053,0.01911907,0.01807462,0.01752986,0.01761578,0.01805938,0
206183_3021,21,50,3021,0.0158519,-0.01089387,-0.02347662,-0.004397528,0.00161173,-0.00533583,-0.00347877,0.02118939,0.01985069,0.01868867,0.01786414,0.01757747,0.01786383,0.01847963,0
206183_3022,22,50,3022,0.02335979,0.03361997,0.02345543,0.009412352,0.02621304,0.00612581,-0.009147409,0.02190908,0.0203544,0.01899718,0.01798694,0.01750499,0.01764708,0.01813951,0
206183_3023,23,50,3023,0.004037299,0.02577372,0.01211271,0.01208484,0.002842435,-7.937432e-05,-0.02576891,0.02150216,0.02007815,0.01883328,0.01792396,0.01754297,0.01775807,0.01831259,0
206183_3024,24,50,3024,-0.01315035,-0.001298086,-0.02892731,0.005815226,0.02634467,-0.009638513,-0.00971983,0.02095708,0.01956897,0.01834465,0.01743195,0.0170121,0.01717286,0.01766373,0
206183_3025,25,50,3025,-0.009989714,0.02067664,0.03301841,0.01102876,-0.03535744,-0.00490811,0.0219985,0.02119509,0.01971206,0.01847635,0.01763619,0.01737354,0.01768577,0.01831775,0
206183_3026,26,50,3026,0.01594273,-0.02085252,-0.0190213,-0.00458197,0.02885511,0.01835708,0.00996441,0.02251301,0.02085336,0.01935805,0.0181695,0.01745476,0.01740602,0.01773014,0
206183_3027,27,50,3027,-0.001953316,0.03856102,0.008420389,-0.01509552,0.000565766,0.009045236,0.01849323,0.02073344,0.01941672,0.01832175,0.01760633,0.01746715,0.01786857,0.01857685,0
206183_3028,28,50,3028,-0.01756907,0.04216327,0.009388323,0.007043909,0.01160136,0.0005723037,0.006928099,0.02007503,0.01886868,0.01787485,0.01725048,0.01719244,0.01764014,0.01837742,0
206183_3029,29,50,3029,-0.02291697,-0.0007566644,0.01924886,0.0309436,-0.01393793,0.008109576,-0.01835361,0.02208656,0.02045234,0.01905494,0.01804103,0.01758803,0.01776616,0.01829265,0
206183_3030,30,50,3030,-0.004633614,-0.02544652,0.001394307,0.002480454,-0.01262321,-0.020303,0.01185875,0.02173628,0.02023576,0.01893431,0.01798535,0.0175766,0.01777821,0.01832253,0
206183_3031,31,50,3031,-0.001403061,0.003698839,-0.0002034834,-0.013654,0.004729866,-0.02217693,0.02218901,0.02222051,0.0206254,0.01925365,0.01825882,0.01782781,0.01802882,0.0185815,0
206183_3032,32,50,3032,-0.01675811,-0.0005626909,-0.0213867,0.001965242,0.0235334,0.003353973,0.01324455,0.02212934,0.02047147,0.01902605,0.01793469,0.01736648,0.01744268,0.01787469,0
206183_3033,33,50,3033,-0.05645003,-0.02101536,0.02637054,0.006986816,0.01115402,0.01664375,0.0160426,0.02131368,0.01984241,0.01853282,0.01752845,0.01700258,0.01708218,0.01750265,0
206183_3034,34,50,3034,-0.01257007,-0.0001743396,-0.003659563,0.01645031,0.0006834848,-0.007150229,-0.0138753,0.02084675,0.01948631,0.01832334,0.01751083,0.01723825,0.01752783,0.01813514,0
206183_3035,35,50,3035,-0.04662441,-0.003692329,0.02517831,0.01225943,-0.0005617841,-0.02317489,-0.009968943,0.02180963,0.020212,0.0188234,0.0177866,0.01727336,0.01738665,0.01784717,0
206183_3036,36,50,3036,0.0329594,-0.001251357,0.02050797,0.03329654,0.02047921,-0.01013878,0.02307517,0.02289972,0.02133111,0.01999043,0.01904956,0.01872076,0.01903435,0.01971016,0
206183_3037,37,50,3037,-0.04846273,0.03548393,-0.01588625,0.02460182,0.03337122,0.0211588,0.03202051,0.0223997,0.0208166,0.01946119,0.01849289,0.01810682,0.01835326,0.01895333,0
206183_3038,38,50,3038,0.01231846,0.01354463,-0.0310584,0.001178819,-0.009269491,0.003141928,-9.62054e-05,0.02129341,0.01985811,0.01864484,0.01780837,0.01753976,0.01784932,0.01848385,0
206183_3039,39,50,3039,0.002560674,-0.02859822,-0.009791463,-0.04455898,0.0006944823,0.005122146,0.002417581,0.02035572,0.01907225,0.01799942,0.0172906,0.01713698,0.01751235,0.01818833,0
206183_3040,40,50,3040,-0.02032766,-0.008404327,0.0197153,0.01594981,0.00602409,-0.01319065,0.003734763,0.02055241,0.01922565,0.01808829,0.01729079,0.01701958,0.01729897,0.01789107,0
206183_3041,41,50,3041,0.0121248,-0.01161545,0.00731761,-0.01191025,-0.01143043,-0.01385433,-0.01538142,0.02216549,0.02061296,0.01922323,0.01814666,0.01756416,0.01762185,0.01804164,0
206183_3042,42,50,3042,0.02277308,-0.01596096,-0.01296086,-0.001099246,-0.02016621,-0.01858984,-0.007071261,0.0214805,0.02003918,0.01880722,0.01794152,0.01763576,0.01791827,0.01853348,0
206183_3043,43,50,3043,0.01682378,0.02140199,-0.02285537,-0.01424223,0.02153511,-0.01550758,0.01407187,0.01989971,0.01849677,0.01735069,0.01659236,0.01638196,0.01669372,0.01729309,0
206183_3044,44,50,3044,0.004022456,-0.01350487,0.02628354,0.01940387,-0.006266133,-0.00839491,-0.007105039,0.02077061,0.01938783,0.01821481,0.01740111,0.01713139,0.01742044,0.01802507,0
206183_3045,45,50,3045,-0.008524409,-0.02059776,-0.02098047,0.01687327,0.004037487,0.01776566,-0.02998057,0.02289574,0.02118196,0.01970598,0.0186211,0.01811237,0.01826853,0.0187941,0
206183_3046,46,50,3046,0.002646835,0.0431688,-0.01008055,0.01766285,0.004241207,0.01088457,0.004890265,0.0218188,0.02027536,0.01893543,0.01794885,0.01749784,0.01766437,0.01817778,0
206183_3047,47,50,3047,0.01678786,0.01132975,0.00574988,-0.03106321,-0.009764853,-0.01022823,0.01344317,0.02256318,0.02100117,0.01965191,0.01867957,0.01828578,0.0185287,0.01913196,0
206183_3048,48,50,3048,-0.001465273,-0.02297686,-0.0007399629,-0.00139725,-0.003780032,0.0393627,-0.01553869,0.0239875,0.0219439,0.02018162,0.01883531,0.01806095,0.01802439,0.01838726,0
206183_3049,49,50,3049,-0.009937384,-0.01617612,0.005908745,0.007250806,-0.01147093,0.0301019,-0.01333822,0.02073085,0.01934469,0.0181663,0.01734384,0.01705992,0.01733487,0.01792565,0
206183_3050,50,50,3050,-0.003262315,0.03991388,0.0252804,0.03225324,0.0145509,0.03486502,-0.006581262,0.02287133,0.0211745,0.01971628,0.01865187,0.01816919,0.01834711,0.01889308,0
206183_3051,51,50,3051,0.01058483,-0.005262512,-0.03321002,-0.01850862,0.0209721,-0.01255418,0.005613428,0.02194232,0.02035756,0.01896592,0.01791285,0.01737326,0.01746462,0.01790992,0
206183_3052,52,50,3052,0.008049719,0.02868998,-0.00152491,-0.01707631,-0.003629595,0.0006588145,0.01876066,0.02078838,0.01932397,0.01806533,0.01715129,0.0167506,0.01692581,0.01742313,0
206183_3053,53,50,3053,0.00444272,-0.006054968,-0.01095042,-0.01883952,0.01456752,0.0001113138,-0.04434066,0.02230777,0.02075295,0.01940735,0.01843033,0.01801699,0.01823357,0.01880612,0
206183_3054,54,50,3054,0.03340722,-0.007778139,0.003828856,-0.0001804713,0.01142063,-0.02988438,-0.009698169,0.02128495,0.01975425,0.01843668,0.01747343,0.01703557,0.01719595,0.01769015,0
206183_3055,55,50,3055,0.0204093,0.01882173,-0.03565167,0.01380963,-0.04643437,0.0130745,-0.009016246,0.02244156,0.02073955,0.01928544,0.01822533,0.01773514,0.01789246,0.01840772,0
206183_3056,56,50,3056,0.021922,0.008062757,0.002416282,-0.03695495,-0.02159208,0.005237481,0.00573197,0.02195052,0.02038244,0.01902589,0.01803106,0.01758044,0.01775234,0.01827347,0
206183_3057,57,50,3057,0.05429871,-0.005849765,-0.01619785,0.02562374,0.01966928,-0.001027809,0.003556697,0.02187142,0.02030571,0.0189759,0.01803315,0.017662,0.0179024,0.01848452,0
206183_3058,58,50,3058,0.013195,-0.01937324,0.01088173,-0.00616694,-0.01480021,0.02184321,0.004096457,0.01922901,0.01804631,0.01704517,0.0163661,0.01618414,0.01649376,0.01708463,0
206183_3059,59,50,3059,0.03895355,-0.04891027,-0.01667486,0.0434281,-0.007066725,0.02448394,-0.009045154,0.02138506,0.01982938,0.01848152,0.01748083,0.01699513,0.01711648,0.01757621,0
206183_3060,0,51,3060,-0.004789432,0.01664927,-0.0183242,0.03465816,0.02383714,0.01335966,-0.01713078,0.0202013,0.01895974,0.01792551,0.0172537,0.01713832,0.01753993,0.01823846,0
206183_3061,1,51,3061,-0.02383901,-0.002987514,0.002175101,-5.189841e-05,0.000318824,0.004790102,0.01987702,0.02201585,0.02042482,0.01903996,0.0180091,0.01751085,0.01764261,0.01812734,0
206183_3062,2,51,3062,0.01640472,-0.006951292,0.03210458,-0.01594954,0.01297276,-0.02061214,0.008059199,0.0215932,0.0201251,0.01894051,0.01819894,0.01809773,0.01856137,0.01934226,0
206183_3063,3,51,3063,-0.01417098,-0.01603495,-0.00866194,-0.01225769,-0.005504356,0.01105169,0.02157425,0.02381709,0.02187017,0.02015416,0.01880781,0.01799075,0.01790362,0.01821734,0
206183_3064,4,51,3064,0.0160865,0.0004087798,-0.02010209,0.01242518,0.01361901,-0.02283087,-0.03386707,0.02104169,0.01968085,0.01853041,0.01774841,0.01753132,0.01787478,0.01853797,0
206183_3065,5,51,3065,0.01203385,0.02861412,0.0116778,0.01330671,0.01596753,-0.002637696,-0.02130561,0.02066625,0.01929552,0.01817103,0.01744364,0.01730013,0.01769492,0.01839317,0
206183_3066,6,51,3066,0.0265757,0.001921552,0.002561054,-0.008581409,0.002123161,0.0179291,0.02052329,0.02330199,0.02142969,0.01976125,0.01843096,0.01759187,0.01746292,0.01772565,0
206183_3067,7,51,3067,0.01062706,-4.900892e-05,-0.02343412,0.008097285,0.01513139,-0.007452129,-0.003154562,0.02037429,0.01900786,0.01784539,0.01702973,0.01673663,0.01699101,0.01755419,0
206183_3068,8,51,3068,-0.01085256,0.04500214,-0.01853952,-0.02576116,0.004060618,0.01222251,0.001925579,0.01996384,0.01869003,0.0176307,0.0169325,0.01677758,0.01713731,0.01778941,0
206183_3069,9,51,3069,0.01057556,-0.007729131,-0.01474049,-0.05002403,-0.02707105,0.001365104,0.04346606,0.02236005,0.02061533,0.01909448,0.01793306,0.01729071,0.01730878,0.01769082,0
206183_3070,10,51,3070,0.01004196,-0.01839772,0.001557265,-0.0135135,0.008557506,-0.004077111,0.02939523,0.02155312,0.02002839,0.01873072,0.01780917,0.01744585,0.01768149,0.01825244,0
206183_3071,11,51,3071,-0.002177303,-0.01864458,0.004675234,0.01281428,-0.01374674,0.007762846,-0.01312795,0.02280818,0.02111175,0.0196372,0.0185366,0.01799291,0.01811347,0.01860468,0
206183_3072,12,51,3072,0.02140247,-0.003859327,-0.00737454,-0.0210288,-0.005126993,-0.01378501,-0.01473667,0.02116398,0.01970576,0.01839332,0.01736625,0.01679182,0.01681912,0.01718811,0
